	ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	MntWines	MntFruits
968	2620	1974	PhD	Married	34596.0	1	0	14	0
969	3933	1980	Graduation	Together	44010.0	1	0	186	36
970	10981	1988	Graduation	Married	84219.0	0	0	434	137
971	1734	1968	PhD	Together	40706.0	2	1	59	0
972	10995	1988	2n Cycle	Married	15716.0	1	0	16	5
973	6357	1959	2n Cycle	Divorced	59052.0	0	1	230	35
974	9209	1971	Master	Together	80573.0	0	0	829	138
975	10286	1962	Graduation	Married	83715.0	0	0	318	8
976	2611	1959	Master	Together	82576.0	0	0	1206	55
977	1600	1965	Master	Married	56962.0	2	1	292	3
978	3308	1952	Graduation	Married	35704.0	1	1	30	9
979	5407	1954	Graduation	Together	53103.0	0	1	729	17
980	2166	1960	2n Cycle	Widow	46779.0	1	1	12	1
981	3955	1965	Graduation	Divorced	4861.0	0	0	2	1
982	6634	1979	Master	Divorced	33462.0	1	0	22	3
983	3056	1978	Graduation	Divorced	63693.0	0	1	587	43
984	5718	1950	Graduation	Married	80763.0	0	0	674	168
985	6872	1974	PhD	Married	65352.0	0	1	284	3
986	8164	1978	PhD	Married	82170.0	0	0	1023	93
987	4580	1969	Graduation	Married	75759.0	0	0	1394	22
988	9305	1976	2n Cycle	Single	79689.0	0	0	311	26
989	453	1956	PhD	Widow	35340.0	1	1	27	0
990	8545	1954	Graduation	Divorced	85683.0	0	0	1296	17
991	9850	1972	2n Cycle	Married	24884.0	1	0	3	6
992	7378	1981	Master	Together	42021.0	1	0	393	5
993	7646	1989	Graduation	Single	64449.0	1	0	218	63
994	1640	1954	Graduation	Divorced	64587.0	1	1	66	0
995	5184	1995	Graduation	Single	34824.0	0	0	4	2
996	8492	1978	Graduation	Together	75437.0	0	0	795	0
997	11188	1957	Graduation	Together	26091.0	1	1	15	10
998	1212	1973	Graduation	Married	52845.0	1	0	384	25
999	9097	1956	Graduation	Divorced	46086.0	0	1	244	8
1000	10473	1956	PhD	Widow	78028.0	0	1	158	19
1001	7962	1987	PhD	Single	95169.0	0	0	1285	21
1002	9984	1981	2n Cycle	Married	56337.0	1	1	349	16
1003	5527	1987	Graduation	Together	22434.0	1	0	4	12
1004	6374	1954	PhD	Married	36930.0	0	1	223	2
1005	7453	1954	Graduation	Single	36130.0	0	1	157	43
1006	8952	1953	Master	Married	65569.0	0	1	397	46
1007	241	1952	Graduation	Together	83844.0	0	0	901	31
1008	8975	1968	Graduation	Married	19514.0	1	1	14	3
1009	6119	1963	PhD	Single	36736.0	1	1	10	0
1010	5236	1979	Graduation	Together	77568.0	0	1	1230	0
1011	5723	1976	PhD	Together	49187.0	0	1	81	1
1012	1710	1978	Graduation	Single	30168.0	1	0	154	20
1013	1970	1968	Master	Together	34053.0	0	1	63	0
1014	5313	1971	Master	Married	38196.0	1	1	30	0
1015	10634	1951	Master	Married	59412.0	0	0	90	67
1016	7010	1965	2n Cycle	Married	70924.0	0	0	635	114
1017	8562	1969	Graduation	Together	54165.0	0	0	127	4
1018	3158	1973	Graduation	Married	32300.0	1	0	13	3
1019	4436	1976	Graduation	Single	20180.0	0	0	18	42
1020	5287	1973	Graduation	Married	34961.0	1	0	45	2
1021	2445	1974	PhD	Together	28440.0	1	0	38	1
1022	6059	1953	PhD	Together	64504.0	1	2	986	36
1023	4550	1966	Master	Together	33564.0	0	1	61	0
1024	4240	1978	Graduation	Married	17345.0	1	0	4	9
1025	8911	1967	PhD	Married	56320.0	0	1	201	53
1026	3706	1978	Graduation	Single	28647.0	1	0	19	8
1027	3628	1987	Basic	Single	15038.0	1	0	4	8
1028	10175	1958	PhD	Divorced	32173.0	0	1	18	0
1029	8985	1964	2n Cycle	Together	68316.0	0	1	806	80
1030	5204	1971	Graduation	Together	74538.0	0	0	380	98
1031	9220	1971	Graduation	Single	91700.0	0	0	576	172
1032	9888	1969	Graduation	Together	68695.0	0	0	458	81
1033	5263	1977	2n Cycle	Married	31056.0	1	0	5	10
1034	1020	1973	Graduation	Married	79593.0	0	0	350	60
1035	9503	1980	Graduation	Single	28071.0	0	0	39	33
1036	10613	1958	PhD	Together	37334.0	1	1	26	1
1037	67	1972	Master	Single	46423.0	1	1	68	0
1038	6019	1971	PhD	Married	37126.0	1	0	45	3
1039	5863	1953	Graduation	Married	47703.0	0	1	359	0
1040	3717	1959	Graduation	Married	61180.0	0	1	403	24
1041	6730	1954	Graduation	Married	38998.0	1	1	34	1
1042	10749	1991	Graduation	Single	8028.0	0	0	73	18
1043	4998	1962	Graduation	Together	76081.0	0	0	292	30
1044	6287	1986	Graduation	Together	34728.0	1	0	14	0
1045	5985	1965	Master	Single	33168.0	0	1	80	1
1046	4754	1966	Master	Married	33585.0	0	1	30	11
1047	4002	1960	PhD	Married	77037.0	0	1	463	96
1048	8870	1984	Graduation	Together	35196.0	1	0	75	12
1049	966	1966	Graduation	Married	44529.0	0	1	538	13
1050	4767	1965	2n Cycle	Married	70924.0	0	0	635	114
1051	9725	1966	PhD	Together	28764.0	1	1	8	0
1052	4475	1949	PhD	Married	69098.0	0	0	1315	22
1053	5740	1970	2n Cycle	Divorced	25959.0	1	1	4	2
1054	5731	1983	Master	Married	27100.0	1	0	12	0
1055	7290	1985	Graduation	Single	70596.0	0	0	347	44
1056	3846	1974	Graduation	Married	42557.0	0	1	192	5
1057	8104	1951	PhD	Married	53312.0	0	0	241	0
1058	4507	1952	Graduation	Single	72228.0	0	0	631	28
1059	11013	1987	Graduation	Together	67605.0	0	0	336	28
1060	4491	1949	Master	Married	62845.0	1	1	1099	0
1061	3759	1958	Graduation	Together	65196.0	0	2	743	19
1062	1162	1987	PhD	Single	42000.0	0	0	124	83
1063	2055	1973	PhD	Divorced	35860.0	1	1	15	0
1064	10766	1964	PhD	Married	65526.0	0	1	397	19
1065	4415	1961	Graduation	Married	16860.0	1	1	10	4
1066	3005	1992	Graduation	Single	83528.0	0	0	530	117
1067	2223	1965	2n Cycle	Divorced	64176.0	0	1	1215	33
1068	4817	1956	Graduation	Divorced	22304.0	0	0	3	2
1069	2875	1978	Graduation	Married	67023.0	0	0	444	44
1070	10536	1971	PhD	Together	32892.0	1	0	26	0
1071	11112	1966	Graduation	Together	70713.0	0	1	736	114
1072	3807	1955	Graduation	Together	59925.0	0	1	473	21
1073	9197	1953	Graduation	Married	39722.0	0	1	32	0
1074	10832	1958	Graduation	Together	46610.0	0	0	288	10
1075	6421	1961	Graduation	Together	88347.0	0	0	1050	178
1076	4207	1981	PhD	Married	87171.0	0	0	1001	44
1077	577	1976	2n Cycle	Together	26907.0	1	1	9	1
1078	10855	1968	Master	Single	50014.0	1	0	234	14
1079	3081	1978	PhD	Married	41014.0	1	0	7	2
1080	3535	1965	Graduation	Single	66294.0	0	0	251	108
1081	247	1971	Graduation	Married	36715.0	1	0	172	10
1082	8707	1956	Graduation	Married	79456.0	0	0	565	42
1083	9523	1982	Graduation	Together	40479.0	1	0	5	0
1084	6072	1970	Master	Single	75345.0	0	0	918	57
1085	6295	1977	Graduation	Married	54233.0	0	1	652	8
1086	10914	1970	Graduation	Single	24163.0	1	1	4	1
1087	1509	1958	PhD	Together	84460.0	0	0	152	27
1088	5577	1983	Graduation	Together	43776.0	1	0	8	0
1089	7348	1958	PhD	Single	71691.0	0	0	336	130
1090	1127	1973	PhD	Married	85844.0	0	0	938	19
1091	1833	1974	PhD	Single	39190.0	1	0	68	8
1092	4944	1959	Graduation	Together	71367.0	0	0	227	23
1093	9080	1972	PhD	Single	38578.0	1	1	38	4
1094	6466	1965	PhD	Married	57236.0	1	1	105	0
1095	9964	1979	Graduation	Single	61825.0	0	1	162	50
1096	4790	1958	Graduation	Divorced	79803.0	0	1	574	8
1097	10245	1986	2n Cycle	Single	80910.0	0	0	160	80
1098	1109	1982	Master	Together	27590.0	1	0	6	0
1099	6001	1979	Graduation	Married	56775.0	0	1	614	35
1100	5538	1975	Graduation	Divorced	83829.0	0	0	897	161
1101	10552	1979	2n Cycle	Married	54210.0	0	1	70	54
1102	1545	1986	Graduation	Married	38508.0	1	0	120	19
1103	7409	1970	Graduation	Together	53187.0	1	0	211	2
1104	4444	1972	Graduation	Married	30023.0	1	0	11	0
1105	146	1960	PhD	Single	76045.0	0	0	760	53
1106	6271	1952	PhD	Married	50870.0	0	1	53	0
1107	10065	1970	2n Cycle	Married	15315.0	0	0	7	4
1108	4741	1974	2n Cycle	Married	65463.0	1	0	391	32
1109	246	1965	Graduation	Married	66480.0	1	1	199	9
1110	375	1954	Graduation	Divorced	76773.0	0	0	516	56
1111	1524	1983	2n Cycle	Single	81698.0	0	0	709	45
1112	10022	1973	PhD	Single	54466.0	1	1	12	0
1113	7451	1960	Master	Single	98777.0	0	0	1000	19
1114	11010	1984	PhD	Single	16269.0	1	0	19	3
1115	4356	1971	Graduation	Together	71819.0	0	1	1224	28
1116	3885	1983	PhD	Married	33569.0	1	0	16	2
1117	1175	1983	Master	Married	36262.0	0	0	88	39
1118	880	1966	Basic	Together	22634.0	0	0	2	23
1119	2320	1978	2n Cycle	Married	47025.0	0	1	508	11
1120	850	1968	Graduation	Single	70566.0	0	1	381	28
1121	4713	1979	PhD	Married	31605.0	1	0	74	0
1122	675	1973	Master	Divorced	52034.0	1	1	146	0
1123	5025	1979	Graduation	Single	48526.0	1	0	23	17
1124	2308	1954	Graduation	Married	46734.0	0	1	110	5
1125	5995	1962	Graduation	Divorced	39552.0	1	1	165	3
1126	6749	1966	Graduation	Single	86358.0	1	1	957	47
1127	1010	1977	Graduation	Together	46931.0	2	1	41	0
1128	8977	1985	Basic	Single	16581.0	0	0	1	3
1129	4756	1952	2n Cycle	Divorced	63998.0	0	0	176	29
1130	3412	1951	Master	Married	67381.0	0	1	815	8
1131	606	1967	Graduation	Single	25930.0	1	1	6	1
1132	5961	1978	Graduation	Married	42693.0	1	0	8	4
1133	2975	1976	Graduation	Together	85606.0	0	1	717	42
1134	2894	1985	Graduation	Single	72903.0	0	0	1067	138
1135	7613	1974	2n Cycle	Together	49669.0	1	0	166	5
1136	10542	1968	PhD	Married	36778.0	1	1	29	4
1137	8015	1962	PhD	Divorced	85696.0	0	0	714	76
1138	10617	1989	Master	Divorced	10979.0	0	0	8	4
1139	11166	1961	Graduation	Married	49678.0	0	1	229	5
1140	849	1953	Master	Together	56129.0	0	1	320	48
1141	523	1989	Graduation	Married	37155.0	1	0	23	0
1142	4066	1978	2n Cycle	Divorced	21282.0	1	0	1	5
1143	8414	1962	PhD	Single	33419.0	0	1	56	0
1144	819	1945	Graduation	Widow	63285.0	0	0	508	124
1145	4961	1974	Master	Together	21255.0	1	0	29	0
1146	749	1981	Graduation	Together	42162.0	1	0	46	7
1147	5430	1956	Graduation	Together	54450.0	1	1	454	0
1148	7755	1954	PhD	Married	57744.0	0	1	350	3
1149	10525	1986	Graduation	Single	26576.0	1	0	10	0
1150	1453	1943	PhD	Widow	57513.0	0	0	735	40
1151	8310	1964	Graduation	Together	68142.0	0	1	897	126
1152	10710	1979	Graduation	Married	7500.0	0	1	5	2
1153	5031	1974	Graduation	Together	83145.0	0	0	777	35
1154	2613	1960	Master	Married	54197.0	0	1	162	6
1155	213	1963	PhD	Single	23091.0	1	1	35	0
1156	967	1976	Graduation	Married	46049.0	1	1	342	9
1157	1077	1974	Graduation	Together	56715.0	0	0	258	105
1158	7959	1961	Graduation	Married	79410.0	0	0	658	80
1159	640	1951	Graduation	Married	57304.0	0	1	356	80
1160	4252	1965	Graduation	Married	44375.0	0	1	213	5
1161	8432	1956	Graduation	Together	54450.0	1	1	454	0
1162	6218	1965	Graduation	Married	59594.0	0	1	457	4
1163	6905	1994	Graduation	Together	80685.0	0	0	241	45
1164	5922	1974	PhD	Married	40344.0	0	1	210	0
1165	3598	1972	Graduation	Married	62710.0	0	1	441	35
1166	6116	1968	2n Cycle	Married	48985.0	0	1	19	13
1167	6263	1968	Graduation	Together	35322.0	1	2	28	9
1168	10486	1948	Graduation	Married	77142.0	0	0	476	75
1169	2410	1969	Graduation	Single	81657.0	0	0	364	40
1170	193	1996	Basic	Married	14421.0	0	0	0	0
1171	3363	1974	2n Cycle	Married	20130.0	0	0	0	6
1172	8278	1990	PhD	Married	74214.0	0	0	863	83
1173	10660	1957	Master	Married	66726.0	1	1	349	7
1174	8686	1979	Basic	Together	23724.0	1	0	5	23
1175	1604	1960	Master	Married	47353.0	0	1	184	2
1176	5907	1952	Master	Married	33444.0	1	1	8	0
1177	10669	1981	Graduation	Married	54386.0	0	1	277	21
1178	2918	1981	Graduation	Divorced	28510.0	1	1	44	5
1179	5735	1991	Master	Single	90638.0	0	0	1156	120
1180	359	1950	Graduation	Together	48070.0	0	1	373	14
1181	8387	1957	Graduation	Married	43140.0	0	1	134	8
1182	1829	1961	PhD	Divorced	54959.0	0	1	1148	0
1183	3839	1958	Basic	Single	15056.0	1	1	6	12
1184	9392	1971	Graduation	Single	26954.0	1	0	4	1
1185	2292	1985	Graduation	Single	22327.0	1	0	5	4
1186	10466	1965	Graduation	Married	44393.0	1	1	24	2
1187	9855	1952	PhD	Single	62000.0	0	1	899	0
1188	4088	1962	PhD	Together	31497.0	0	1	108	1
1189	5231	1974	2n Cycle	Married	45894.0	0	2	27	2
1190	590	1970	Master	Divorced	78579.0	0	0	816	66
1191	8732	1969	Master	Widow	67369.0	0	1	1298	0
1192	2315	1960	Graduation	Divorced	58401.0	0	1	10	0
1193	3515	1952	Graduation	Single	62307.0	0	1	87	13
1194	2245	1969	Master	Married	43641.0	1	1	57	2
1195	6283	1968	Master	Divorced	63841.0	0	1	635	15
1196	2246	1965	2n Cycle	Married	46891.0	0	1	43	12
1197	6606	1969	Master	Married	70091.0	1	0	964	34
1198	5545	1972	PhD	Married	78075.0	0	0	572	8
1199	7342	1961	2n Cycle	Widow	59184.0	0	1	341	142
1200	837	1977	Graduation	Married	54809.0	1	1	63	6
1201	9500	1959	Graduation	Married	58113.0	0	1	221	104
1202	3602	1958	Master	Married	51412.0	0	1	140	3
1203	234	1979	Graduation	Divorced	15287.0	1	0	1	2
1204	2995	1957	Master	Together	66636.0	0	0	291	10
1205	1118	1956	Master	Married	50965.0	0	1	544	13
1206	7789	1965	PhD	Married	84618.0	0	0	684	100
1207	3068	1990	Graduation	Married	18351.0	0	0	1	12
1208	8955	1957	PhD	Together	40451.0	0	2	35	0
1209	945	1965	Graduation	Together	36317.0	0	1	87	3
1210	5644	1957	Graduation	Together	42213.0	0	1	309	3
1211	7192	1955	Graduation	Together	65748.0	0	1	172	73
1212	2324	1972	Graduation	Together	77044.0	0	1	625	38
1213	697	1969	Graduation	Together	74918.0	0	0	972	59
1214	3439	1972	Graduation	Married	56721.0	1	1	157	6
1215	1506	1975	Graduation	Single	42160.0	1	1	48	9
1216	232	1965	Graduation	Single	61559.0	0	1	279	83
1217	8876	1963	PhD	Together	33629.0	1	1	132	0
1218	4500	1991	PhD	Together	68682.0	0	0	919	0
1219	9739	1963	Graduation	Single	34377.0	0	1	62	0
1220	10395	1986	Basic	Single	8940.0	1	0	1	45
1221	1176	1973	Graduation	Married	26228.0	1	0	2	6
1222	1627	1957	2n Cycle	Divorced	77297.0	0	0	408	61
1223	938	1981	Graduation	Married	40211.0	1	1	51	1
1224	2740	1958	PhD	Widow	33438.0	1	1	62	1
1225	257	1959	PhD	Married	75032.0	0	1	952	12
1226	4058	1955	PhD	Single	61284.0	0	0	618	15
1227	7736	1986	Graduation	Married	22518.0	1	0	11	7
1228	8210	1975	Master	Married	54730.0	0	1	318	3
1229	833	1955	Master	Married	38452.0	1	1	56	0
1230	6230	1971	Graduation	Divorced	44421.0	1	1	110	5
1231	7325	1986	PhD	Together	38197.0	1	0	23	0
1232	1307	1978	Graduation	Divorced	41986.0	0	1	27	5
1233	1502	1983	Graduation	Together	28427.0	1	0	18	3
1234	6211	1976	PhD	Together	37395.0	1	0	18	0
1235	843	1971	Graduation	Married	64722.0	1	0	303	0
1236	4174	1956	Master	Together	55249.0	0	1	97	1
1237	9757	1972	Graduation	Together	84906.0	0	0	997	15
1238	6918	1989	Graduation	Married	28691.0	1	0	5	4
1239	286	1952	Graduation	Single	44213.0	1	1	95	11
1240	11086	1984	Basic	Single	25707.0	1	0	1	6
1241	1921	1967	PhD	Married	59062.0	2	1	46	1
1242	4138	1962	Graduation	Single	76624.0	0	1	411	106
1243	7718	1947	Master	Together	66000.0	0	0	244	51
1244	1291	1978	PhD	Together	27683.0	1	0	152	9
1245	6862	1971	Graduation	Divorced	1730.0	0	0	1	1
1246	4136	1992	Basic	Single	7500.0	1	0	10	17
1247	803	1968	Graduation	Together	40521.0	1	1	12	0
1248	4298	1973	PhD	Together	20427.0	1	0	5	0
1249	10833	1975	Graduation	Married	65106.0	0	1	790	19
1250	9606	1965	PhD	Married	69969.0	0	0	882	29
1251	8534	1952	Graduation	Married	67433.0	0	2	615	28
1252	5153	1967	PhD	Married	77766.0	0	1	1004	59
1253	961	1972	Graduation	Married	74716.0	0	1	133	27
1254	5011	1963	Graduation	Divorced	68118.0	0	1	595	23
1255	6653	1970	PhD	Married	55158.0	1	1	293	0
1256	9094	1955	2n Cycle	Married	62972.0	0	1	313	15
1257	810	1975	Graduation	Married	74190.0	0	1	151	81
1258	5493	1976	Graduation	Married	39356.0	1	1	15	0
1259	2147	1969	Graduation	Together	76653.0	0	0	736	63
1260	5107	1973	PhD	Divorced	35860.0	1	1	15	0
1261	3979	1983	PhD	Divorced	90687.0	0	0	982	17
1262	6049	1982	Master	Together	73450.0	0	0	1142	51
1263	8147	1960	Graduation	Married	31454.0	1	1	28	0
1264	1857	1952	Graduation	Single	47139.0	1	1	46	0
1265	3910	1975	Graduation	Divorced	83829.0	0	0	897	161
1266	5207	1963	PhD	Married	53378.0	1	1	489	6
1267	11114	1970	Graduation	Together	19656.0	1	0	25	4
1268	5429	1948	PhD	Married	45579.0	0	1	145	1
1269	9400	1958	2n Cycle	Single	85485.0	0	0	630	26
1270	1740	1944	Graduation	Married	55956.0	0	0	760	38
1271	7488	1963	Master	Single	64191.0	0	1	420	15
1272	195	1972	Graduation	Single	38808.0	1	0	125	17
1273	635	1966	Master	Married	57183.0	1	1	464	5
1274	7527	1968	Master	Divorced	23748.0	1	0	6	6
1275	10319	1971	Graduation	Married	66303.0	0	1	1090	12
1276	2296	1975	Master	Married	37368.0	1	0	3	2
1277	10637	1964	Graduation	Married	40800.0	1	2	24	0
1278	2931	1978	Graduation	Divorced	71847.0	0	0	737	21
1279	907	1975	Graduation	Married	46149.0	0	1	254	6
1280	3698	1983	Graduation	Together	78687.0	0	0	817	185
1281	9516	1971	2n Cycle	Divorced	49118.0	0	0	620	54
1282	679	1957	PhD	Married	37633.0	1	1	13	4
1283	7384	1951	Master	Together	39767.0	0	0	113	61
1284	5043	1951	Basic	Married	26997.0	0	0	7	23
1285	5267	1970	Graduation	Divorced	33986.0	1	0	16	2
1286	339	1972	PhD	Married	57091.0	0	1	462	0
1287	2516	1969	2n Cycle	Married	46831.0	1	1	22	2
1288	9010	1972	Master	Married	83151.0	0	0	968	147
1289	378	1971	Graduation	Married	52531.0	0	0	283	112
1290	4808	1956	Graduation	Married	15759.0	0	0	1	2
1291	5068	1971	Graduation	Single	22804.0	1	0	14	1
1292	7628	1973	2n Cycle	Married	43050.0	1	0	30	5
1293	7128	1977	PhD	Single	42997.0	1	1	4	0
1294	2811	1963	PhD	Single	48918.0	1	1	52	0
1295	3551	1954	Master	Together	60033.0	0	1	62	1
1296	1663	1978	PhD	Together	34043.0	1	0	20	2
1297	5543	1966	Graduation	Together	57811.0	0	1	545	7
1298	1577	1946	Graduation	Married	78569.0	0	0	558	79
1299	10641	1978	Graduation	Single	7500.0	1	1	6	5
1300	5336	1971	Master	Together	157733.0	1	0	39	1
1301	6024	1953	Graduation	Together	94384.0	0	0	1111	24
1302	1878	1985	2n Cycle	Married	23148.0	0	0	4	6
1303	3099	1970	Graduation	Divorced	44267.0	1	1	183	5
1304	6055	1979	Graduation	Married	71626.0	0	0	546	72
1305	5841	1966	Graduation	Together	60894.0	0	1	606	7
1306	3972	1976	Graduation	Together	50200.0	1	1	266	6
1307	4394	1965	PhD	Married	81051.0	0	0	1142	29
1308	5758	1982	Graduation	Married	65169.0	0	0	1074	0
1309	6658	1972	Graduation	Together	59868.0	0	1	771	51
1310	4603	1960	PhD	Married	65695.0	0	1	371	32
1311	8427	1956	Master	Single	64857.0	0	0	556	14
1312	10260	1965	Master	Together	45143.0	0	1	202	5
1313	7143	1955	2n Cycle	Together	74805.0	0	1	209	162
1314	8789	1989	2n Cycle	Married	59060.0	1	0	35	40
1315	6197	1962	PhD	Single	27238.0	1	1	37	0
1316	4554	1965	Graduation	Together	47009.0	0	1	171	45
1317	4937	1973	2n Cycle	Married	46094.0	1	1	12	2
1318	1920	1972	Graduation	Married	40321.0	1	1	44	4
1319	8749	1984	Graduation	Together	37235.0	1	0	20	2
1320	1650	1960	Master	Married	81843.0	0	0	779	86
1321	10377	1958	Master	Together	46692.0	0	1	170	6
1322	9206	1968	Graduation	Together	77382.0	0	1	491	48
1323	10971	1977	Graduation	Single	37774.0	2	0	173	8
1324	6398	1974	Basic	Married	18393.0	1	0	7	10
1325	9212	1962	Master	Married	72828.0	0	1	1205	0
1326	7937	1982	Graduation	Married	24711.0	0	0	10	7
1327	839	1975	PhD	Married	45503.0	1	0	97	4
1328	4246	1982	Master	Single	6560.0	0	0	67	11
1329	158	1945	PhD	Together	71604.0	0	0	345	53
1330	4832	1979	Graduation	Married	27244.0	1	0	6	5
1331	5621	1969	Graduation	Married	48752.0	1	1	73	57
1332	1945	1962	Graduation	Married	71434.0	0	1	711	36
1333	5147	1948	Graduation	Single	90842.0	0	0	774	70
1334	2535	1978	Master	Married	88097.0	1	0	163	0
1335	11039	1975	Graduation	Married	51948.0	0	1	82	33
1336	9495	1982	Graduation	Together	71853.0	0	0	358	108
1337	9635	1983	Master	Married	35876.0	0	0	66	2
1338	2173	1952	Graduation	Widow	40049.0	0	1	13	6
1339	942	1982	Graduation	Single	39660.0	1	0	139	13
1340	9386	1962	Graduation	Together	50127.0	0	1	274	0
1341	5510	1977	Master	Married	43263.0	0	1	262	6
1342	873	1949	Master	Married	62845.0	1	1	1099	0
1343	2253	1990	Graduation	Married	18929.0	0	0	32	0
1344	5181	1982	Basic	Single	24367.0	1	0	2	4
1345	979	1975	Graduation	Single	33249.0	1	0	6	10
1346	10390	1959	2n Cycle	Married	26887.0	0	1	6	7
1347	4698	1983	PhD	Married	50150.0	0	0	135	46
1348	7793	1976	Graduation	Together	62061.0	0	1	641	7
1349	1745	1962	PhD	Divorced	85696.0	0	0	714	76
1350	10590	1956	PhD	Together	76542.0	0	0	794	73
1351	5080	1993	Graduation	Single	70515.0	0	0	420	0
1352	8369	1987	Graduation	Together	18227.0	1	0	1	2
1353	5232	1965	Graduation	Married	69139.0	0	1	86	12
1354	2407	1982	Graduation	Married	69109.0	0	0	823	25
1355	3834	1962	Graduation	Single	69627.0	0	1	231	161
1356	7912	1978	Graduation	Married	38136.0	1	0	8	15
1357	7712	1946	PhD	Single	62159.0	0	0	182	17
1358	1065	1963	Graduation	Single	80695.0	0	0	557	129
1359	7275	1971	Master	Single	33316.0	1	1	79	1
1360	1343	1968	Graduation	Together	58554.0	1	1	368	24
1361	1384	1992	Basic	Married	17256.0	1	0	6	4
1362	9967	1974	Graduation	Divorced	53034.0	1	1	160	15
1363	6181	1950	2n Cycle	Together	52203.0	0	0	488	21
1364	10507	1977	2n Cycle	Divorced	59601.0	0	1	691	7
1365	2674	1958	Master	Single	75154.0	0	1	543	10
1366	2698	1976	Graduation	Single	47025.0	0	1	254	7
1367	3231	1973	Graduation	Married	37971.0	1	0	5	4
1368	4096	1968	Master	Divorced	41335.0	1	0	112	19
1369	10476	1958	Graduation	Married	67267.0	0	1	134	11
1370	5948	1975	Graduation	Single	57338.0	0	1	143	6
1371	9140	1960	2n Cycle	Together	50523.0	1	1	51	4
1372	10258	1965	Master	Single	35791.0	2	1	27	0
1373	5675	1960	PhD	Divorced	50611.0	0	1	459	0
1374	4743	1969	PhD	Married	56242.0	0	1	689	8
1375	8805	1960	Graduation	Single	48904.0	0	1	283	10
1376	1542	1975	Graduation	Single	56243.0	1	2	347	0
1377	6770	1985	Graduation	Married	21355.0	1	0	5	13
1378	8773	1971	Master	Together	57420.0	0	1	280	0
1379	10475	1970	Master	Together		0	1	187	5
1380	10420	1955	Master	Divorced	46390.0	0	1	95	14
1381	7514	1956	2n Cycle	Together	54342.0	1	1	84	10
1382	2902	1958	Graduation	Together		1	1	19	4
1383	4345	1964	2n Cycle	Single		1	1	5	1
1384	793	1973	Graduation	Married	20895.0	1	0	18	3
1385	10909	1948	Graduation	Married	92344.0	0	0	992	24
1386	3769	1972	PhD	Together		1	0	25	1
1387	8702	1976	2n Cycle	Together	26907.0	1	1	9	1
1388	4791	1980	Graduation	Together	44964.0	1	1	19	1
1389	2963	1979	Graduation	Together	75507.0	0	0	709	93
1390	8216	1972	Master	Married	53761.0	1	1	158	0
1391	8140	1973	Graduation	Together	22682.0	1	0	10	14
1392	10146	1972	PhD	Together	38887.0	1	0	25	1
1393	5289	1975	2n Cycle	Single	41658.0	1	1	8	4
1394	2587	1972	PhD	Married	29791.0	1	0	14	0
1395	4405	1956	Master	Married	63915.0	0	2	622	7
1396	8663	1974	Graduation	Divorced	39996.0	1	1	11	0
1397	2589	1972	Graduation	Divorced	26759.0	1	0	25	3
1398	3421	1968	Master	Divorced	63841.0	0	1	635	15
1399	10490	1969	PhD	Married	51039.0	1	1	100	64
1400	4094	1961	Graduation	Married	60544.0	1	1	201	2
1401	9958	1972	Graduation	Married	65685.0	0	1	642	14
1402	2534	1953	Graduation	Married	37716.0	0	1	97	1
1403	4188	1957	Graduation	Single	36864.0	0	1	204	5
1404	6613	1970	Master	Married	44511.0	1	0	513	7
1405	10827	1967	PhD	Married	36947.0	1	1	88	3
1406	5491	1951	Master	Together	47352.0	0	1	172	12
1407	8402	1953	Master	Married	67087.0	0	1	329	35
1408	8783	1950	Graduation	Married	57045.0	0	1	296	13
1409	10010	1953	PhD	Divorced	36957.0	1	1	100	2
1410	618	1977	PhD	Married	69389.0	0	1	422	7
1411	9121	1972	Graduation	Married	80134.0	1	0	1218	16
1412	361	1969	Master	Married	43142.0	1	1	5	1
1413	4310	1944	Graduation	Married	80589.0	0	0	507	93
1414	2678	1990	Graduation	Single	34412.0	1	0	52	12
1415	6376	1979	Graduation	Single	57537.0	1	0	191	56
1416	524	1966	Basic	Together	22634.0	0	0	2	23
1417	10341	1948	Graduation	Together	51315.0	0	0	68	28
1418	5654	1972	Graduation	Married	36026.0	2	1	20	4
1419	4098	1973	Graduation	Married	24639.0	1	1	20	3
1420	5824	1972	PhD	Together	34578.0	2	1	7	0
1421	7000	1972	2n Cycle	Single	65704.0	0	0	279	172
1422	2561	1966	Graduation	Single	63810.0	0	1	977	12
1423	5229	1969	PhD	Together	54132.0	0	1	30	1
1424	4086	1959	Graduation	Married	18690.0	0	0	6	1
1425	2428	1970	Graduation	Married	28164.0	1	0	3	18
1426	8254	1974	PhD	Married	34596.0	1	0	14	0
1427	2836	1972	PhD	Married	43269.0	1	0	10	1
1428	8418	1958	2n Cycle	Single	38741.0	1	1	7	10
1429	1362	1972	Graduation	Single	31907.0	0	0	33	87
1430	7152	1983	Master	Married	27100.0	1	0	12	0
1431	10033	1973	2n Cycle	Divorced	31163.0	1	0	2	3
1432	9349	1985	Graduation	Married	92533.0	0	0	693	21
1433	274	1973	Graduation	Single	34853.0	1	1	9	3
1434	3388	1967	Graduation	Divorced	70844.0	1	1	129	26
1435	922	1979	2n Cycle	Married	31086.0	1	1	16	2
1436	8588	1961	Graduation	Married	60544.0	1	1	201	2
